a,b,minimum,product,lukasiewicz,nilpotent_minimum,hamacher_product,quantum
0.80000,0.15000,0.15000,0.12000,0.00000,0.00000,0.14458,0.04930

0.80000,0.20000,0.20000,0.16000,0.00000,0.00000,0.19048,0.08690

0.80000,0.25000,0.25000,0.20000,0.05000,0.25000,0.23529,0.13070

0.80000,0.30000,0.30000,0.24000,0.10000,0.30000,0.27907,0.18810

0.80000,0.35000,0.35000,0.28000,0.15000,0.35000,0.32184,0.24500

0.80000,0.40000,0.40000,0.32000,0.20000,0.40000,0.36364,0.31660

0.80000,0.45000,0.45000,0.36000,0.25000,0.45000,0.40449,0.37350

0.80000,0.50000,0.50000,0.40000,0.30000,0.50000,0.44444,0.44930

0.80000,0.55000,0.55000,0.44000,0.35000,0.55000,0.48352,0.51690

0.80000,0.60000,0.60000,0.48000,0.40000,0.60000,0.52174,0.58590

0.80000,0.65000,0.65000,0.52000,0.45000,0.65000,0.55914,0.65570

0.80000,0.70000,0.70000,0.56000,0.50000,0.70000,0.59574,0.71710

0.80000,0.75000,0.75000,0.60000,0.55000,0.75000,0.63158,0.76690

0.80000,0.80000,0.80000,0.64000,0.60000,0.80000,0.66667,0.81480

0.80000,0.85000,0.80000,0.68000,0.65000,0.80000,0.70103,0.85310

0.80000,0.90000,0.80000,0.72000,0.70000,0.80000,0.73469,0.87900

0.80000,0.95000,0.80000,0.76000,0.75000,0.80000,0.76768,0.89620

0.80000,1.00000,0.80000,0.80000,0.80000,0.80000,0.80000,0.90800

0.85000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.85000,0.05000,0.05000,0.04250,0.00000,0.00000,0.04956,0.00720

0.85000,0.10000,0.10000,0.08500,0.00000,0.00000,0.09827,0.02510

0.85000,0.15000,0.15000,0.12750,0.00000,0.00000,0.14613,0.05100

0.85000,0.20000,0.20000,0.17000,0.05000,0.20000,0.19318,0.09230

0.85000,0.25000,0.25000,0.21250,0.10000,0.25000,0.23944,0.13940

0.85000,0.30000,0.30000,0.25500,0.15000,0.30000,0.28492,0.19060

0.85000,0.35000,0.35000,0.29750,0.20000,0.35000,0.32964,0.26230

0.85000,0.40000,0.40000,0.34000,0.25000,0.40000,0.37363,0.31500

0.85000,0.45000,0.45000,0.38250,0.30000,0.45000,0.41689,0.39240

0.85000,0.50000,0.50000,0.42500,0.35000,0.50000,0.45946,0.45900

0.85000,0.55000,0.55000,0.46750,0.40000,0.55000,0.50134,0.53980

0.85000,0.60000,0.60000,0.51000,0.45000,0.60000,0.54255,0.62210

0.85000,0.65000,0.65000,0.55250,0.50000,0.65000,0.58311,0.68790

0.85000,0.70000,0.70000,0.59500,0.55000,0.70000,0.62304,0.74860

0.85000,0.75000,0.75000,0.63750,0.60000,0.75000,0.66234,0.81080

0.85000,0.80000,0.80000,0.68000,0.65000,0.80000,0.70103,0.85190

0.85000,0.85000,0.85000,0.72250,0.70000,0.85000,0.73913,0.89040

0.85000,0.90000,0.85000,0.76500,0.75000,0.85000,0.77665,0.92000

0.85000,0.95000,0.85000,0.80750,0.80000,0.85000,0.81360,0.94080

0.85000,1.00000,0.85000,0.85000,0.85000,0.85000,0.85000,0.94490

0.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.90000,0.05000,0.05000,0.04500,0.00000,0.00000,0.04972,0.00610

0.90000,0.10000,0.10000,0.09000,0.00000,0.00000,0.09890,0.02490

0.90000,0.15000,0.15000,0.13500,0.05000,0.15000,0.14754,0.05560

0.90000,0.20000,0.20000,0.18000,0.10000,0.20000,0.19565,0.09700

0.90000,0.25000,0.25000,0.22500,0.15000,0.25000,0.24324,0.14650

0.90000,0.30000,0.30000,0.27000,0.20000,0.30000,0.29032,0.20110

0.90000,0.35000,0.35000,0.31500,0.25000,0.35000,0.33690,0.26730

0.90000,0.40000,0.40000,0.36000,0.30000,0.40000,0.38298,0.34170

0.90000,0.45000,0.45000,0.40500,0.35000,0.45000,0.42857,0.40650

0.90000,0.50000,0.50000,0.45000,0.40000,0.50000,0.47368,0.49600

0.90000,0.55000,0.55000,0.49500,0.45000,0.55000,0.51832,0.55840

0.90000,0.60000,0.60000,0.54000,0.50000,0.60000,0.56250,0.63480

0.90000,0.65000,0.65000,0.58500,0.55000,0.65000,0.60622,0.71140

0.90000,0.70000,0.70000,0.63000,0.60000,0.70000,0.64948,0.77330

0.90000,0.75000,0.75000,0.67500,0.65000,0.75000,0.69231,0.83050

0.90000,0.80000,0.80000,0.72000,0.70000,0.80000,0.73469,0.88330

0.90000,0.85000,0.85000,0.76500,0.75000,0.85000,0.77665,0.92510

0.90000,0.90000,0.90000,0.81000,0.80000,0.90000,0.81818,0.95270

0.90000,0.95000,0.90000,0.85500,0.85000,0.90000,0.85930,0.96630

0.90000,1.00000,0.90000,0.90000,0.90000,0.90000,0.90000,0.97460

0.95000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.95000,0.05000,0.05000,0.04750,0.00000,0.00000,0.04987,0.00720

0.95000,0.10000,0.10000,0.09500,0.05000,0.10000,0.09948,0.02280

0.95000,0.15000,0.15000,0.14250,0.10000,0.15000,0.14883,0.05810

0.95000,0.20000,0.20000,0.19000,0.15000,0.20000,0.19792,0.09460

0.95000,0.25000,0.25000,0.23750,0.20000,0.25000,0.24675,0.14330

0.95000,0.30000,0.30000,0.28500,0.25000,0.30000,0.29534,0.20380

0.95000,0.35000,0.35000,0.33250,0.30000,0.35000,0.34367,0.27530

0.95000,0.40000,0.40000,0.38000,0.35000,0.40000,0.39175,0.33990

0.95000,0.45000,0.45000,0.42750,0.40000,0.45000,0.43959,0.41230

0.95000,0.50000,0.50000,0.47500,0.45000,0.50000,0.48718,0.49800

0.95000,0.55000,0.55000,0.52250,0.50000,0.55000,0.53453,0.57370

0.95000,0.60000,0.60000,0.57000,0.55000,0.60000,0.58163,0.64070

0.95000,0.65000,0.65000,0.61750,0.60000,0.65000,0.62850,0.71930

0.95000,0.70000,0.70000,0.66500,0.65000,0.70000,0.67513,0.78740

0.95000,0.75000,0.75000,0.71250,0.70000,0.75000,0.72152,0.85080

0.95000,0.80000,0.80000,0.76000,0.75000,0.80000,0.76768,0.90530

0.95000,0.85000,0.85000,0.80750,0.80000,0.85000,0.81360,0.93760

0.95000,0.90000,0.90000,0.85500,0.85000,0.90000,0.85930,0.97010

0.95000,0.95000,0.95000,0.90250,0.90000,0.95000,0.90476,0.98940

0.95000,1.00000,0.95000,0.95000,0.95000,0.95000,0.95000,0.99370

1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

1.00000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.00560

1.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.10000,0.02570

1.00000,0.15000,0.15000,0.15000,0.15000,0.15000,0.15000,0.04980

1.00000,0.20000,0.20000,0.20000,0.20000,0.20000,0.20000,0.09470

1.00000,0.25000,0.25000,0.25000,0.25000,0.25000,0.25000,0.14370

1.00000,0.30000,0.30000,0.30000,0.30000,0.30000,0.30000,0.21040

1.00000,0.35000,0.35000,0.35000,0.35000,0.35000,0.35000,0.27280

1.00000,0.40000,0.40000,0.40000,0.40000,0.40000,0.40000,0.34450

1.00000,0.45000,0.45000,0.45000,0.45000,0.45000,0.45000,0.41900

1.00000,0.50000,0.50000,0.50000,0.50000,0.50000,0.50000,0.50510

1.00000,0.55000,0.55000,0.55000,0.55000,0.55000,0.55000,0.57580

1.00000,0.60000,0.60000,0.60000,0.60000,0.60000,0.60000,0.64930

1.00000,0.65000,0.65000,0.65000,0.65000,0.65000,0.65000,0.72820

1.00000,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0.78460

1.00000,0.75000,0.75000,0.75000,0.75000,0.75000,0.75000,0.85400

1.00000,0.80000,0.80000,0.80000,0.80000,0.80000,0.80000,0.90540

1.00000,0.85000,0.85000,0.85000,0.85000,0.85000,0.85000,0.94620

1.00000,0.90000,0.90000,0.90000,0.90000,0.90000,0.90000,0.97540

1.00000,0.95000,0.95000,0.95000,0.95000,0.95000,0.95000,0.99210

1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000

